SECTOR,AFECTACION,GEOMETRY
Soldati,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.440553,-34.65787|||-58.440481,-34.657826|||-58.439541,-34.658572|||-58.439463,-34.658634|||-58.439079,-34.658335|||-58.439018,-34.658387|||-58.439402,-34.658682|||-58.439312,-34.658756|||-58.438585,-34.659334|||-58.43837,-34.659501|||-58.437954,-34.65983|||-58.437553,-34.660148|||-58.437502,-34.660191|||-58.43724,-34.659968|||-58.436959,-34.65973|||-58.436517,-34.659352|||-58.436419,-34.659271|||-58.436353,-34.659321|||-58.436495,-34.659447|||-58.436858,-34.659753|||-58.437121,-34.659978|||-58.437436,-34.660246|||-58.437388,-34.660287|||-58.437186,-34.660447|||-58.436936,-34.660642|||-58.436369,-34.660404|||-58.435906,-34.660211|||-58.43558,-34.660074|||-58.435531,-34.660137|||-58.435558,-34.660152|||-58.435813,-34.660373|||-58.435935,-34.660478|||-58.436142,-34.660656|||-58.436454,-34.660926|||-58.436514,-34.660981|||-58.436577,-34.66093|||-58.436199,-34.6606|||-58.436027,-34.660451|||-58.436016,-34.660428|||-58.436019,-34.660409|||-58.436031,-34.660394|||-58.436053,-34.660382|||-58.436072,-34.66038|||-58.436097,-34.660384|||-58.436347,-34.66049|||-58.436857,-34.660702|||-58.436807,-34.660743|||-58.436622,-34.660895|||-58.436427,-34.661051|||-58.4359,-34.66147|||-58.435764,-34.661577|||-58.435678,-34.661646|||-58.435743,-34.661698|||-58.435863,-34.661601|||-58.436508,-34.661084|||-58.436714,-34.66092|||-58.436895,-34.660775|||-58.437288,-34.660458|||-58.43743,-34.660347|||-58.437569,-34.660239|||-58.437627,-34.66019|||-58.437905,-34.65997|||-58.438075,-34.659838|||-58.438659,-34.659375|||-58.4394,-34.658787|||-58.439584,-34.658642|||-58.440553,-34.65787</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.443574,-34.594117|||-58.443404,-34.594284|||-58.443369,-34.594319|||-58.442852,-34.594828|||-58.442696,-34.594978|||-58.442627,-34.595048|||-58.442721,-34.5951|||-58.442907,-34.59492|||-58.443488,-34.594343|||-58.444137,-34.594792|||-58.444313,-34.594627|||-58.443683,-34.594196|||-58.443574,-34.594117</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.44446,-34.594735|||-58.444313,-34.594629|||-58.443963,-34.594957|||-58.443474,-34.595409|||-58.443085,-34.595191|||-58.442797,-34.595028|||-58.44272,-34.595099|||-58.442995,-34.595255|||-58.44339,-34.595484|||-58.443318,-34.59555|||-58.443219,-34.595643|||-58.442634,-34.596192|||-58.442404,-34.596402|||-58.44167,-34.597087|||-58.441597,-34.597149|||-58.441532,-34.597203|||-58.441765,-34.597383|||-58.441923,-34.59751|||-58.44258,-34.598051|||-58.442649,-34.598106|||-58.442728,-34.598037|||-58.442662,-34.597984|||-58.441958,-34.597406|||-58.441761,-34.59724|||-58.441895,-34.59712|||-58.442544,-34.596515|||-58.442762,-34.596314|||-58.443372,-34.595747|||-58.443517,-34.595612|||-58.443684,-34.595458|||-58.444139,-34.595033|||-58.44446,-34.594735</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.452224,-34.6001|||-58.452068,-34.60027|||-58.452546,-34.600603|||-58.45268,-34.600686|||-58.452966,-34.600883|||-58.452702,-34.60117|||-58.452237,-34.601678|||-58.45197,-34.601968|||-58.451829,-34.602122|||-58.451589,-34.602382|||-58.45168,-34.602441|||-58.451969,-34.602129|||-58.452052,-34.60204|||-58.452247,-34.601825|||-58.452383,-34.601668|||-58.452828,-34.601187|||-58.453054,-34.60094|||-58.453912,-34.601527|||-58.453567,-34.601931|||-58.453257,-34.602287|||-58.453324,-34.60233|||-58.453504,-34.602137|||-58.453588,-34.602045|||-58.454008,-34.601587|||-58.454106,-34.601656|||-58.454783,-34.602124|||-58.455161,-34.602371|||-58.455727,-34.602755|||-58.455841,-34.602833|||-58.455626,-34.603071|||-58.455407,-34.603305|||-58.455182,-34.603547|||-58.454669,-34.603213|||-58.454293,-34.602963|||-58.454222,-34.603041|||-58.454595,-34.603286|||-58.455112,-34.603625|||-58.454969,-34.60378|||-58.454504,-34.604279|||-58.453867,-34.603865|||-58.453628,-34.60371|||-58.453554,-34.60378|||-58.45378,-34.603926|||-58.45444,-34.604354|||-58.454129,-34.604692|||-58.453689,-34.605164|||-58.453552,-34.605313|||-58.453331,-34.605177|||-58.452779,-34.604833|||-58.45266,-34.604756|||-58.452588,-34.604836|||-58.452679,-34.604889|||-58.453229,-34.605228|||-58.453554,-34.605427|||-58.453807,-34.605153|||-58.454154,-34.60478|||-58.454505,-34.604397|||-58.45526,-34.604888|||-58.455641,-34.605138|||-58.455779,-34.605106|||-58.455353,-34.604832|||-58.454574,-34.604324|||-58.454597,-34.6043|||-58.455086,-34.603771|||-58.455177,-34.603661|||-58.455862,-34.604112|||-58.456626,-34.604611|||-58.456718,-34.604671|||-58.456775,-34.604586|||-58.456607,-34.604478|||-58.455924,-34.604034|||-58.455252,-34.603591|||-58.455503,-34.603315|||-58.455682,-34.603126|||-58.455909,-34.60288|||-58.455999,-34.60294|||-58.457344,-34.60385|||-58.457456,-34.603655|||-58.456232,-34.602827|||-58.456134,-34.602754|||-58.456346,-34.602521|||-58.456561,-34.602291|||-58.456819,-34.602009|||-58.456933,-34.601897|||-58.457004,-34.601831|||-58.457045,-34.601783|||-58.457065,-34.601752|||-58.457052,-34.601703|||-58.456995,-34.601536|||-58.456988,-34.601522|||-58.456789,-34.601375|||-58.456382,-34.601075|||-58.45621,-34.600946|||-58.456155,-34.601005|||-58.456291,-34.601101|||-58.456751,-34.60144|||-58.456869,-34.601525|||-58.456908,-34.601572|||-58.456929,-34.601609|||-58.456954,-34.60169|||-58.456956,-34.601708|||-58.456949,-34.601742|||-58.456938,-34.601761|||-58.456734,-34.601978|||-58.456473,-34.602258|||-58.456412,-34.602319|||-58.456316,-34.602256|||-58.456224,-34.602186|||-58.455651,-34.601768|||-58.45559,-34.601721|||-58.455283,-34.601496|||-58.455008,-34.601292|||-58.454567,-34.600966|||-58.454525,-34.601007|||-58.454494,-34.60104|||-58.454926,-34.601355|||-58.455183,-34.601548|||-58.455481,-34.601767|||-58.456092,-34.602213|||-58.456279,-34.602354|||-58.456345,-34.602403|||-58.45627,-34.602487|||-58.456065,-34.602712|||-58.455939,-34.602627|||-58.455307,-34.6022|||-58.454877,-34.601907|||-58.45428,-34.6015|||-58.454156,-34.60141|||-58.454396,-34.601147|||-58.454494,-34.60104|||-58.454493,-34.601039|||-58.454525,-34.601007|||-58.454564,-34.600965|||-58.454972,-34.600518|||-58.455185,-34.600291|||-58.45512,-34.600243|||-58.454914,-34.600463|||-58.454795,-34.600589|||-58.454554,-34.600858|||-58.454296,-34.601138|||-58.454086,-34.601366|||-58.453212,-34.60077|||-58.453576,-34.600367|||-58.453494,-34.600306|||-58.453124,-34.600711|||-58.453058,-34.600667|||-58.452224,-34.6001</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.438455,-34.598134|||-58.4384,-34.598186|||-58.438708,-34.59838|||-58.439554,-34.598923|||-58.439823,-34.599101|||-58.439868,-34.599125|||-58.440289,-34.59947|||-58.440821,-34.599907|||-58.44096,-34.599773|||-58.441563,-34.599232|||-58.441891,-34.598933|||-58.44229,-34.598572|||-58.44273,-34.598172|||-58.442648,-34.598106|||-58.442111,-34.598598|||-58.441806,-34.598874|||-58.441771,-34.598904|||-58.441404,-34.598614|||-58.441118,-34.598385|||-58.440876,-34.598192|||-58.440812,-34.598133|||-58.440729,-34.598204|||-58.440986,-34.598409|||-58.441394,-34.598734|||-58.441694,-34.598975|||-58.441672,-34.598995|||-58.441406,-34.599235|||-58.440993,-34.599604|||-58.440811,-34.599767|||-58.440394,-34.599423|||-58.439926,-34.599042|||-58.438783,-34.598311|||-58.438592,-34.598188|||-58.438474,-34.598114|||-58.438455,-34.598134</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.447315,-34.595632|||-58.44709,-34.595465|||-58.446755,-34.595218|||-58.446451,-34.594992|||-58.446259,-34.594853|||-58.446179,-34.594924|||-58.446332,-34.595031|||-58.446685,-34.595289|||-58.447015,-34.595534|||-58.447237,-34.595698|||-58.447315,-34.595632</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.45196,-34.596627|||-58.452013,-34.596574|||-58.451554,-34.59623|||-58.450969,-34.595801|||-58.450824,-34.595934|||-58.450355,-34.596356|||-58.450192,-34.596505|||-58.450273,-34.596565|||-58.450488,-34.596373|||-58.450922,-34.595979|||-58.450995,-34.595915|||-58.451512,-34.596297|||-58.45196,-34.596627</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.452436,-34.598161|||-58.452296,-34.59806|||-58.451883,-34.597754|||-58.451334,-34.59735|||-58.451255,-34.597418|||-58.451787,-34.59781|||-58.452214,-34.598126|||-58.452361,-34.598235|||-58.452436,-34.598161</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.447769,-34.597035|||-58.447803,-34.597059|||-58.448313,-34.596596|||-58.448376,-34.596538|||-58.44875,-34.596815|||-58.449118,-34.597085|||-58.449356,-34.597259|||-58.44893,-34.597642|||-58.448806,-34.597751|||-58.448892,-34.597812|||-58.449063,-34.597656|||-58.44944,-34.597319|||-58.449543,-34.597396|||-58.449982,-34.597722|||-58.450406,-34.598039|||-58.450303,-34.598136|||-58.450107,-34.598315|||-58.449892,-34.598503|||-58.449982,-34.598564|||-58.450229,-34.598338|||-58.450394,-34.598194|||-58.450741,-34.597885|||-58.45095,-34.597696|||-58.4512,-34.597467|||-58.451339,-34.597345|||-58.451204,-34.597253|||-58.4511,-34.597181|||-58.4505,-34.596737|||-58.450191,-34.596504|||-58.44994,-34.596729|||-58.449484,-34.597144|||-58.449429,-34.597189|||-58.449429,-34.59719|||-58.449518,-34.597255|||-58.44962,-34.597161|||-58.450053,-34.596767|||-58.450197,-34.596637|||-58.450381,-34.596771|||-58.451018,-34.597245|||-58.451168,-34.597356|||-58.450967,-34.59754|||-58.450658,-34.597818|||-58.450488,-34.597967|||-58.450067,-34.597658|||-58.449668,-34.597365|||-58.449518,-34.597255|||-58.449518,-34.597255|||-58.449429,-34.59719|||-58.449428,-34.59719|||-58.449429,-34.597189|||-58.449201,-34.597023|||-58.448812,-34.596734|||-58.448379,-34.596417|||-58.447852,-34.596026|||-58.447506,-34.595771|||-58.447313,-34.595632|||-58.44698,-34.595925|||-58.446628,-34.596241|||-58.445639,-34.595555|||-58.446269,-34.594987|||-58.44618,-34.594925|||-58.44614,-34.594963|||-58.446138,-34.594967|||-58.445551,-34.595497|||-58.444459,-34.594737|||-58.444289,-34.594895|||-58.445379,-34.595651|||-58.445072,-34.595924|||-58.444643,-34.596311|||-58.444391,-34.5961|||-58.443646,-34.595494|||-58.443574,-34.595563|||-58.444314,-34.59617|||-58.444564,-34.59638|||-58.44432,-34.596605|||-58.443686,-34.597178|||-58.443515,-34.597041|||-58.443042,-34.596654|||-58.442697,-34.596376|||-58.442624,-34.596441|||-58.442935,-34.596697|||-58.443416,-34.597086|||-58.44361,-34.597245|||-58.443486,-34.597357|||-58.44315,-34.597656|||-58.442735,-34.598027|||-58.44265,-34.598106|||-58.443159,-34.598518|||-58.443663,-34.598935|||-58.443664,-34.598934|||-58.443663,-34.598934|||-58.443696,-34.598903|||-58.443738,-34.598862|||-58.443224,-34.598443|||-58.44281,-34.5981|||-58.44319,-34.597759|||-58.443613,-34.59738|||-58.443634,-34.597361|||-58.443687,-34.59731|||-58.444452,-34.597933|||-58.444614,-34.598064|||-58.444635,-34.598045|||-58.444691,-34.597992|||-58.444599,-34.597922|||-58.443762,-34.597241|||-58.444414,-34.596664|||-58.444649,-34.596448|||-58.444708,-34.596493|||-58.445569,-34.5972|||-58.445589,-34.597182|||-58.445647,-34.597126|||-58.4449,-34.596517|||-58.44473,-34.596375|||-58.445201,-34.595953|||-58.445469,-34.595713|||-58.445501,-34.595736|||-58.446457,-34.596402|||-58.445646,-34.597129|||-58.445589,-34.597182|||-58.44557,-34.597201|||-58.445569,-34.5972|||-58.445461,-34.5973|||-58.444635,-34.598045|||-58.444614,-34.598064|||-58.444614,-34.598064|||-58.44454,-34.59813|||-58.443696,-34.598903|||-58.443664,-34.598934|||-58.443663,-34.598935|||-58.443663,-34.598935|||-58.443621,-34.59897|||-58.443046,-34.59949|||-58.442784,-34.599727|||-58.442864,-34.599788|||-58.443101,-34.599572|||-58.443735,-34.598995|||-58.443916,-34.598835|||-58.444682,-34.598142|||-58.444695,-34.59813|||-58.445455,-34.59874|||-58.44563,-34.598885|||-58.445703,-34.59882|||-58.445703,-34.59882|||-58.444772,-34.598062|||-58.445571,-34.59734|||-58.445651,-34.597263|||-58.446326,-34.59781|||-58.446586,-34.598023|||-58.44666,-34.597956|||-58.446661,-34.597955|||-58.446319,-34.597679|||-58.445731,-34.597194|||-58.446084,-34.596872|||-58.446595,-34.59718|||-58.447147,-34.597516|||-58.447154,-34.59751|||-58.447189,-34.597476|||-58.446635,-34.597138|||-58.446134,-34.59683|||-58.44654,-34.596456|||-58.447096,-34.596841|||-58.447545,-34.597152|||-58.44721,-34.597457|||-58.447154,-34.59751|||-58.447147,-34.597516|||-58.447147,-34.597516|||-58.446719,-34.597902|||-58.446661,-34.597955|||-58.446662,-34.597956|||-58.44666,-34.597956|||-58.446299,-34.598286|||-58.445703,-34.59882|||-58.445703,-34.59882|||-58.445703,-34.59882|||-58.445673,-34.598847|||-58.445046,-34.599411|||-58.444743,-34.599686|||-58.444079,-34.599143|||-58.443813,-34.598928|||-58.443737,-34.598996|||-58.443883,-34.599107|||-58.444668,-34.599757|||-58.444747,-34.599818|||-58.445277,-34.599344|||-58.445511,-34.599133|||-58.445793,-34.598877|||-58.446472,-34.598266|||-58.446665,-34.598087|||-58.446665,-34.598087|||-58.446733,-34.598024|||-58.446734,-34.598022|||-58.446735,-34.598022|||-58.446761,-34.597998|||-58.447043,-34.597744|||-58.447629,-34.59721|||-58.448639,-34.597912|||-58.448094,-34.598399|||-58.447668,-34.598781|||-58.447262,-34.598448|||-58.446778,-34.598054|||-58.446735,-34.598022|||-58.446733,-34.598024|||-58.446665,-34.598087|||-58.44718,-34.598509|||-58.447594,-34.598847|||-58.447423,-34.598997|||-58.446845,-34.599518|||-58.446708,-34.59964|||-58.446795,-34.599711|||-58.446912,-34.599604|||-58.447549,-34.599021|||-58.448263,-34.598377|||-58.448718,-34.597965|||-58.449163,-34.598273|||-58.449714,-34.598662|||-58.448989,-34.59932|||-58.448677,-34.599598|||-58.448755,-34.599665|||-58.449134,-34.599323|||-58.449801,-34.598723|||-58.449875,-34.598775|||-58.450689,-34.599329|||-58.450928,-34.599218|||-58.449356,-34.598135|||-58.447769,-34.597035</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.447714,-34.596997|||-58.447769,-34.597035|||-58.447714,-34.596998|||-58.447714,-34.596997</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.447714,-34.596997|||-58.447253,-34.596677|||-58.446715,-34.596304|||-58.446891,-34.596147|||-58.44713,-34.595931|||-58.447321,-34.595758|||-58.44741,-34.595827|||-58.447833,-34.59614|||-58.448292,-34.596481|||-58.447875,-34.596853|||-58.447714,-34.596997</coordinates></LinearRing></innerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.461814,-34.556474|||-58.461936,-34.556348|||-58.462182,-34.556087|||-58.462611,-34.555641|||-58.462655,-34.555593|||-58.462752,-34.555644|||-58.463514,-34.556042|||-58.464263,-34.556434|||-58.464173,-34.556536|||-58.463684,-34.557109|||-58.463756,-34.557148|||-58.464248,-34.556574|||-58.464425,-34.556371|||-58.464304,-34.556306|||-58.463594,-34.555936|||-58.462859,-34.555552|||-58.462444,-34.555322|||-58.462167,-34.555627|||-58.461817,-34.55601|||-58.461543,-34.556306|||-58.461814,-34.556474</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.465253,-34.552846|||-58.464963,-34.552714|||-58.464685,-34.55306|||-58.464436,-34.553362|||-58.464282,-34.553539|||-58.46419,-34.553626|||-58.463643,-34.554161|||-58.463483,-34.554318|||-58.463442,-34.554355|||-58.46374,-34.554515|||-58.463791,-34.554461|||-58.464079,-34.554173|||-58.464337,-34.553913|||-58.464445,-34.553807|||-58.46463,-34.553617|||-58.464714,-34.553664|||-58.465249,-34.553955|||-58.465537,-34.55411|||-58.46561,-34.554038|||-58.465267,-34.55385|||-58.464761,-34.553576|||-58.464696,-34.553543|||-58.464762,-34.553456|||-58.464991,-34.553173|||-58.465253,-34.552846</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.451652,-34.556167|||-58.450576,-34.555529|||-58.450524,-34.555586|||-58.451599,-34.55623|||-58.451652,-34.556167</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.450854,-34.557084|||-58.449787,-34.556449|||-58.449744,-34.556506|||-58.450799,-34.557139|||-58.450854,-34.557084</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.464182,-34.552239|||-58.463969,-34.552133|||-58.463587,-34.551945|||-58.463323,-34.551815|||-58.463281,-34.551878|||-58.463552,-34.552013|||-58.463911,-34.552193|||-58.464136,-34.552306|||-58.464182,-34.552239</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.449583,-34.601199|||-58.449158,-34.601656|||-58.44862,-34.602241|||-58.448582,-34.602218|||-58.447728,-34.60168|||-58.447659,-34.601756|||-58.448515,-34.602292|||-58.448644,-34.602362|||-58.449282,-34.602763|||-58.449669,-34.603024|||-58.450514,-34.603538|||-58.450583,-34.603474|||-58.44973,-34.602943|||-58.449664,-34.60289|||-58.449987,-34.60254|||-58.450355,-34.602139|||-58.450536,-34.601942|||-58.450615,-34.601868|||-58.451366,-34.602357|||-58.451524,-34.602461|||-58.450592,-34.603471|||-58.450686,-34.603525|||-58.451205,-34.602955|||-58.45161,-34.602519|||-58.451697,-34.602574|||-58.45249,-34.60309|||-58.452205,-34.603397|||-58.45184,-34.603799|||-58.451569,-34.604094|||-58.451662,-34.604146|||-58.451909,-34.603872|||-58.452344,-34.603403|||-58.452577,-34.603147|||-58.452616,-34.603172|||-58.453458,-34.603718|||-58.453311,-34.603881|||-58.453115,-34.604093|||-58.452554,-34.604698|||-58.45265,-34.604754|||-58.452769,-34.604625|||-58.453211,-34.604143|||-58.453522,-34.603803|||-58.453549,-34.603777|||-58.453552,-34.60378|||-58.45363,-34.603712|||-58.453616,-34.603703|||-58.453615,-34.603704|||-58.453549,-34.603659|||-58.453524,-34.603646|||-58.453526,-34.603644|||-58.452715,-34.603113|||-58.452653,-34.60307|||-58.452909,-34.60279|||-58.453252,-34.602412|||-58.453322,-34.60245|||-58.453609,-34.602637|||-58.454022,-34.602909|||-58.454132,-34.60298|||-58.454065,-34.603059|||-58.453651,-34.603509|||-58.453526,-34.603644|||-58.453549,-34.603659|||-58.453616,-34.603703|||-58.453774,-34.60353|||-58.454177,-34.60309|||-58.454349,-34.6029|||-58.454821,-34.602387|||-58.454959,-34.60224|||-58.454868,-34.60218|||-58.454705,-34.60236|||-58.454259,-34.602846|||-58.454201,-34.602902|||-58.454115,-34.602852|||-58.453636,-34.602534|||-58.453384,-34.60237|||-58.45315,-34.60222|||-58.45272,-34.60194|||-58.452355,-34.601702|||-58.45229,-34.601776|||-58.452637,-34.602004|||-58.453083,-34.602294|||-58.453163,-34.602353|||-58.452828,-34.602719|||-58.452562,-34.603011|||-58.451831,-34.60254|||-58.45151,-34.60233|||-58.450676,-34.601788|||-58.45074,-34.601718|||-58.450895,-34.601544|||-58.451242,-34.601173|||-58.451291,-34.601119|||-58.452201,-34.601715|||-58.452268,-34.601643|||-58.451925,-34.601415|||-58.452123,-34.601196|||-58.452626,-34.600652|||-58.452574,-34.60062|||-58.45207,-34.601165|||-58.451873,-34.601385|||-58.451356,-34.601049|||-58.451609,-34.600769|||-58.451997,-34.600348|||-58.452234,-34.600088|||-58.452395,-34.599916|||-58.452627,-34.599661|||-58.452739,-34.599747|||-58.453405,-34.600241|||-58.454033,-34.600701|||-58.454428,-34.600993|||-58.454499,-34.600917|||-58.454256,-34.600741|||-58.453499,-34.600185|||-58.452843,-34.599697|||-58.452401,-34.599374|||-58.451968,-34.599055|||-58.452054,-34.59902|||-58.452781,-34.598788|||-58.452789,-34.598616|||-58.452132,-34.598825|||-58.451808,-34.598932|||-58.451308,-34.598569|||-58.450949,-34.598308|||-58.450574,-34.598033|||-58.450498,-34.598102|||-58.450938,-34.598425|||-58.45122,-34.598631|||-58.451673,-34.598968|||-58.45156,-34.59901|||-58.451019,-34.599179|||-58.450581,-34.59938|||-58.450189,-34.599509|||-58.449076,-34.599882|||-58.44904,-34.599895|||-58.448507,-34.599464|||-58.44775,-34.598844|||-58.447668,-34.59891|||-58.44842,-34.599518|||-58.4486,-34.599665|||-58.44812,-34.600102|||-58.447944,-34.600261|||-58.448281,-34.600142|||-58.448282,-34.600142|||-58.448266,-34.600111|||-58.448297,-34.600072|||-58.448683,-34.599735|||-58.448921,-34.59993|||-58.448864,-34.599954|||-58.448324,-34.600127|||-58.448282,-34.600142|||-58.448283,-34.600143|||-58.448281,-34.600142|||-58.447943,-34.600262|||-58.447944,-34.600261|||-58.447898,-34.600277|||-58.447652,-34.600358|||-58.447604,-34.600374|||-58.44708,-34.599942|||-58.446575,-34.599533|||-58.446173,-34.599202|||-58.445785,-34.598887|||-58.445706,-34.598955|||-58.446152,-34.599317|||-58.446636,-34.59971|||-58.446282,-34.60003|||-58.445752,-34.600507|||-58.44562,-34.600404|||-58.444826,-34.599749|||-58.444748,-34.599817|||-58.445018,-34.600037|||-58.445456,-34.600398|||-58.445528,-34.600456|||-58.445674,-34.600574|||-58.445497,-34.60074|||-58.44494,-34.601241|||-58.444949,-34.601239|||-58.445259,-34.60114|||-58.445266,-34.601138|||-58.445242,-34.601107|||-58.445564,-34.600815|||-58.445756,-34.600643|||-58.445925,-34.600783|||-58.446052,-34.600887|||-58.446171,-34.600849|||-58.44597,-34.600686|||-58.445833,-34.600577|||-58.445904,-34.600509|||-58.44636,-34.600095|||-58.446721,-34.599776|||-58.446799,-34.599844|||-58.447386,-34.600322|||-58.447455,-34.600389|||-58.447449,-34.600422|||-58.447377,-34.600448|||-58.446762,-34.600655|||-58.446173,-34.600849|||-58.446008,-34.600902|||-58.445266,-34.601138|||-58.445266,-34.601138|||-58.445267,-34.60114|||-58.445259,-34.60114|||-58.444939,-34.601242|||-58.44494,-34.601241|||-58.444555,-34.601373|||-58.443793,-34.601633|||-58.443183,-34.601842|||-58.443288,-34.601907|||-58.44377,-34.601744|||-58.444531,-34.601483|||-58.444607,-34.601463|||-58.444625,-34.601501|||-58.443974,-34.602207|||-58.443427,-34.601862|||-58.443298,-34.601906|||-58.443861,-34.602259|||-58.44399,-34.602335|||-58.444791,-34.601482|||-58.444942,-34.601351|||-58.445008,-34.601326|||-58.445272,-34.60124|||-58.446292,-34.600911|||-58.446512,-34.600834|||-58.44685,-34.600725|||-58.44746,-34.600522|||-58.448155,-34.600292|||-58.448356,-34.600219|||-58.448983,-34.600013|||-58.449749,-34.599758|||-58.450325,-34.599563|||-58.450728,-34.599428|||-58.451166,-34.599296|||-58.451754,-34.599109|||-58.451847,-34.599081|||-58.452245,-34.599376|||-58.452433,-34.599515|||-58.452397,-34.599553|||-58.452113,-34.599898|||-58.451827,-34.600193|||-58.45136,-34.600702|||-58.451218,-34.600856|||-58.451162,-34.600917|||-58.450598,-34.600551|||-58.450432,-34.600442|||-58.450711,-34.600142|||-58.451057,-34.599768|||-58.451166,-34.599658|||-58.451078,-34.599594|||-58.450624,-34.600081|||-58.450345,-34.600384|||-58.450242,-34.60032|||-58.449896,-34.600093|||-58.449571,-34.59988|||-58.449574,-34.599817|||-58.44939,-34.599878|||-58.449781,-34.600134|||-58.450186,-34.600399|||-58.450277,-34.600459|||-58.450136,-34.600619|||-58.449726,-34.601048|||-58.449656,-34.601126|||-58.449745,-34.601183|||-58.449748,-34.601185|||-58.449831,-34.601085|||-58.450228,-34.600663|||-58.450366,-34.600514|||-58.450503,-34.600602|||-58.451082,-34.60099|||-58.451027,-34.601049|||-58.450564,-34.601571|||-58.450481,-34.601656|||-58.449745,-34.601183|||-58.449745,-34.601184|||-58.449745,-34.601183|||-58.449502,-34.601027|||-58.448763,-34.60054|||-58.448691,-34.600619|||-58.449423,-34.601093|||-58.449583,-34.601199</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.449631,-34.60123|||-58.449583,-34.601199|||-58.449584,-34.601199|||-58.449631,-34.60123</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.449631,-34.60123|||-58.450415,-34.601732|||-58.450156,-34.602013|||-58.44968,-34.602531|||-58.449461,-34.602771|||-58.449336,-34.602709|||-58.448755,-34.60234|||-58.448704,-34.602304|||-58.449253,-34.60171|||-58.44967,-34.601256|||-58.449631,-34.60123</coordinates></LinearRing></innerBoundaryIs></Polygon>"
